acousticness,danceability,liveness,loudness,speechiness,label,x,y,name,artist
0.271,0.519,0.119,-3.318,0.0405,2,-4.153851899793665,-0.2373126829228212,Cruel World,Seeb
0.00224,0.711,0.0525,-3.79,0.0282,2,-3.6962116621165784,0.055862378424713414,Cold Little Heart - Radio Edit,Michael Kiwanuka
0.0227,0.652,0.0789,-2.986,0.0465,2,-4.497996602068644,-0.002746220290200038,The Man,The Killers
0.197,0.738,0.297,-6.018,0.0608,2,-1.4627612025685797,-0.013732221094441074,My Name Is Liar,Highasakite
0.0631,0.691,0.082,-2.528,0.0372,2,-4.953904787927164,-0.06276608063590874,My Mind Is A Bad Neighborhood,Highasakite
0.128,0.442,0.129,-4.02,0.146,2,-3.458890756160835,-0.06262143531144054,Deep Sea Diver,Highasakite
0.161,0.772,0.269,-6.222,0.0612,2,-1.2608461265363595,0.031210271661312423,Golden Ticket (Acoustic Version),Highasakite
0.00256,0.598,0.117,-5.572,0.0382,2,-1.915541955789789,0.13931884434338995,Leaving No Traces,Highasakite
0.0527,0.613,0.197,-6.509,0.136,0,-0.9778069497908456,0.14177524054308244,Wasted,Tiësto
0.0137,0.49,0.0627,-3.66,0.0489,2,-3.8238244346831403,0.029721987892523366,Hiroshima,Highasakite
0.16,0.657,0.177,-4.188,0.0452,2,-3.2913291455456912,-0.07555453608851649,"I, The Hand Grenade",Highasakite
0.12,0.851,0.121,-4.618,0.0786,2,-2.865090343537788,-0.01032019781676257,Iran,Highasakite
0.461,0.66,0.699,-5.867,0.156,2,-1.6021994117868252,-0.2565150292779805,When You Have Gone,Highasakite
0.0881,0.639,0.176,-5.062,0.0739,2,-2.4215647574316144,0.03685145128706792,Heavenly Father (Radio Edit),Highasakite
0.135,0.747,0.251,-2.457,0.075,2,-5.022568053428145,-0.12242223017170632,Taped up Heart (feat. Clara Mae),KREAM
7.95e-05,0.706,0.0688,-3.956,0.0418,2,-3.530537110386417,0.06703254647551002,Send Them Off! - Tiësto Remix,Bastille
0.0163,0.622,0.523,-4.088,0.0651,2,-3.3988814618089247,0.08628144940714179,Bonfire,Felix Jaehn
0.0597,0.594,0.309,-4.193,0.0646,2,-3.2910002241165093,0.03151473858171112,BOSS - Radio Edit,Disclosure
0.000569,0.494,0.327,-4.237,0.132,2,-3.2491703861372145,0.09058355873733906,My Love,Route 94
0.129,0.789,0.069,-4.241,0.0432,2,-3.240512646142675,-0.04414572305631637,Starboy - Kygo Remix,The Weeknd
0.313,0.711,0.131,-15.523,0.037,1,8.037759531085419,0.3051474932313699,Personal - Sebastian Perez Remix,HRVY
0.000246,0.607,0.337,-4.422,0.0665,2,-3.0652375331858335,0.10407857974013228,Sexual,NEIKED
0.0619,0.781,0.0457,-6.985,0.293,0,-0.5029673617500456,0.1545862941835513,Tipsy - Club Mix,J-Kwon
0.12,0.681,0.108,-5.849,0.141,2,-1.63416363343126,0.04043685392190326,High And Low - Hayden James Remix,Empire of the Sun
0.805,0.398,0.295,-7.031,0.0368,0,-0.41976895670259756,-0.5866384706301779,Loving Is Easy,Rex Orange County
0.868,0.579,0.12,-5.65,0.0442,2,-1.7971214287573138,-0.7187877671414865,Dancing On My Own - Tiësto Remix,Calum Scott
0.00676,0.435,0.117,-8.126,0.449,0,0.6364646981217018,0.2560081801465223,talk is overrated,Jeremy Zucker
0.0525,0.715,0.115,-6.425,0.137,0,-1.0622538886900632,0.13667023051556654,Shut Up Kenny,Walker Hayes
0.0387,0.632,0.201,-3.278,0.0992,2,-4.205925799267733,0.0039160734310118225,Winners Don't Come Easy,Highasakite
0.174,0.767,0.357,-4.558,0.0479,2,-2.9226103446035205,-0.054309597005701815,Botanisk Hage,Cezinando
0.0195,0.629,0.0554,-5.572,0.348,2,-1.9152482758581768,0.12524635189036148,Vondt i hjertet,Razika
0.241,0.749,0.52,-5.034,0.227,2,-2.444716362933378,-0.08434982058250562,Whatever That Means,Highasakite
0.000547,0.906,0.0994,-8.071,0.0575,0,0.5781067755492024,0.2717212885957035,I Was Wrong,A R I Z O N A
0.0904,0.912,0.0491,-4.141,0.0697,2,-3.343157161130821,-0.005951790491593002,Be Mine,Ofenbach
0.0398,0.717,0.136,-4.985,0.0427,2,-2.5011700375029378,0.08128224289706247,In Cold Blood,alt-J
0.169,0.892,0.102,-3.832,0.216,2,-3.6483854524029122,-0.09308584168213606,Skyline,Möwe
0.0762,0.374,0.202,-3.197,0.12,2,-4.283050157959063,-0.048114098154561705,Homewrecker,MARINA
0.57,0.859,0.498,-6.326,0.258,0,-1.1396768622245175,-0.3470417490445601,60 Seconds,Quinn XCII
0.071,0.375,0.211,-3.363,0.255,2,-4.117721694368388,-0.031895593465664986,Follow Your Heart,Milwin
0.0301,0.521,0.121,-7.47,0.067,0,-0.017838200302921253,0.19876935467284737,Mason-Dixon Line,Judah & the Lion
0.128,0.58,0.143,-6.631,0.0776,0,-0.8518903423571663,0.06618009686356521,Stung,Quinn XCII
0.0316,0.633,0.091,-6.495,0.0382,0,-0.9924182426201889,0.15358819677250027,Your Soul,Hippie Sabotage
0.524,0.594,0.0724,-11.666,0.0603,1,4.196064160493172,-0.09544829259417541,in my head,Ariana Grande
0.945,0.621,0.117,-10.164,0.0283,1,2.7150750511400337,-0.5814125878981237,Life Goes On,Lil Baby
0.292,0.542,0.177,-6.623,0.0318,0,-0.8519759197082002,-0.09751230642944146,Kings of Summer - Single Version,ayokay
0.633,0.675,0.088,-9.87,0.0278,0,2.406520155135056,-0.28446958123188504,Iron & Steel,Quinn XCII
0.228,0.558,0.104,-5.857,0.036,2,-1.6199763421573667,-0.07433853351633729,€PA,Cezinando
0.128,0.523,0.283,-4.166,0.0471,2,-3.3140965834683254,-0.04303897917934276,Håper du har plass,Cezinando
0.00101,0.356,0.0953,-3.74,0.0808,2,-3.743593880956167,0.0431485235766199,Tuesday (feat. Danelle Sandoval),Burak Yeter
0.694,0.585,0.115,-10.058,0.0398,0,2.597763218372657,-0.3381268357062792,Same Love - feat. Mary Lambert,Macklemore & Ryan Lewis
0.578,0.456,0.114,-3.866,0.0275,2,-3.5916053683945846,-0.5203905959272194,Ori Tali Ma - LVNDSCAPE Remix,Sander van Doorn
0.0205,0.623,0.194,-2.574,0.0322,2,-4.909783543720652,-0.013293857141065795,Since Last Wednesday,Highasakite
0.311,0.769,0.0777,-7.345,0.0829,0,-0.13145355282308868,-0.07854351902767301,Something Beautiful,NEEDTOBREATHE
0.0435,0.743,0.309,-3.78,0.0364,2,-3.705442906819493,0.0342080007401181,Comes And Goes (In Waves),Greg Laswell
0.216,0.689,0.159,-5.642,0.0261,2,-1.8365221685553297,-0.06301792081693788,And Then You,Greg Laswell
0.0231,0.392,0.0972,-2.068,0.0535,2,-5.4129312910742575,-0.05640069746497409,Breathe - Dimitri Vangelis & Wyman Remix,Seeb
0.571,0.777,0.199,-11.633,0.0763,1,4.163358856981428,-0.1263808286337201,Capsize,FRENSHIP
0.41,0.619,0.0571,-4.956,0.501,2,-2.5124898967337956,-0.28983918681224285,Low,TRACE
0.00108,0.554,0.138,-6.041,0.0426,2,-1.4468674160348747,0.16253310766123114,Infinity 2008,Guru Josh Project
0.0505,0.782,0.218,-3.763,0.0489,2,-3.7221099128073987,0.021894472338081145,Désenchantée - Radio Edit,Kate Ryan
0.365,0.467,0.0982,-7.255,0.031,0,-0.21640453595478687,-0.14932840016735527,Cringe - Stripped,Matt Maeson
0.0631,0.735,0.325,-8.374,0.0585,0,0.8842630118476758,0.23234542812998538,Fake Denim,Quinn XCII
0.0596,0.706,0.132,-5.512,0.0301,2,-1.9737198261210938,0.0853996706801544,Dick in the Air,Peaches
0.0984,0.583,0.0593,-6.132,0.0733,2,-1.3514326770751997,0.06620278015681191,Higher,ARY
0.0468,0.692,0.252,-7.786,0.0696,0,0.2967500130357694,0.21396758895147192,Going To Mars,Judah & the Lion
6.79e-05,0.487,0.358,-4.417,0.0482,2,-3.0693238613359357,0.09989376257953345,Indian Summer,Highasakite
0.0398,0.73,0.0818,-5.876,0.0313,2,-1.6110727224552908,0.11974792823935773,Hollow Body Weather,Field Division
0.00303,0.72,0.348,-3.67,0.0491,2,-3.817177995161686,0.07131161227699197,B a noBody,SOAK
0.103,0.76,0.0913,-5.412,0.054,2,-2.0719085767792236,0.03741717348627545,An Act Of Kindness,Bastille
0.0885,0.646,0.201,-6.104,0.19,2,-1.3810393271922845,0.08981952815119448,Warmth,Bastille
0.0692,0.55,0.106,-7.416,0.0897,0,-0.07016716972076127,0.15794545648824043,Difference Maker,NEEDTOBREATHE
0.00957,0.628,0.102,-5.911,0.0916,2,-1.576865438806904,0.14956659236553946,Power,Bastille
0.0752,0.608,0.11,-4.985,0.0576,2,-2.4985754631644372,0.039678095625246185,Two Evils,Bastille
0.173,0.658,0.0962,-2.098,0.0323,2,-5.378070128093787,-0.19292613547034784,Send Them Off!,Bastille
0.228,0.653,0.0967,-4.353,0.167,2,-3.1232118568983163,-0.13907515367828724,Lethargy,Bastille
0.114,0.697,0.183,-8.197,0.0302,0,0.7106819508526043,0.16100767775864103,Brooklyn In The Summer,Aloe Blacc
6.29e-05,0.486,0.209,-7.491,0.0341,0,0.0017584990010776722,0.23377611206149737,Down To The Honkytonk,Jake Owen
0.061,0.795,0.0914,-7.165,0.0423,0,-0.3231095351314948,0.16313213514944663,"I Hate U, I Love U",We Rabbitz
0.00474,0.635,0.41,-5.373,0.052,2,-2.115559502109352,0.1505834624093317,Keep That Letter Safe,Highasakite
0.186,0.72,0.313,-4.828,0.0339,2,-2.651803085033179,-0.05900496741078968,Gemini Feed,BANKS
0.596,0.462,0.0905,-11.173,0.0342,1,3.70801388657124,-0.19533661220856552,Jealous,Labrinth
0.00107,0.765,0.0801,-3.113,0.032,2,-4.373037867569041,0.029550347908956654,Elephant,Tame Impala
0.33,0.736,0.0898,-11.462,0.425,1,3.9814977396336424,0.10235065617875838,Would You,Pink Sweat$
0.00328,0.64,0.364,-3.707,0.0708,2,-3.779654939998391,0.07083466042128737,Telescope (feat. ARY),Carl Louis
0.521,0.424,0.0719,-5.547,0.0425,2,-1.914779633218463,-0.38860096365340846,Om sanningen ska fram (Vill du ligga med mig?) - Clubedit Radio,Eric Amarillo
0.0113,0.806,0.635,-7.008,0.0659,0,-0.48427880381514543,0.2449393868121404,On The Loose - Alternate Version,Niall Horan
0.00278,0.824,0.0481,-7.354,0.0935,0,-0.13719651716129183,0.2291226581643864,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes
0.0178,0.616,0.153,-3.209,0.0508,2,-4.275454071293359,0.01642363224052028,Seve - Radio Edit,Tez Cadey
0.248,0.697,0.0941,-7.536,0.0715,0,0.05692890053290538,-0.00906077632570243,All Night Longer,Sammy Adams
0.6,0.334,0.317,-8.792,0.0277,0,1.3301300322215783,-0.3010768314345628,Échame La Culpa,Luis Fonsi
0.562,0.822,0.144,-6.797,0.0332,0,-0.6677082046542407,-0.3480191948190911,Tough,Lewis Capaldi
0.0293,0.447,0.167,-4.637,0.382,2,-2.8477181120173967,0.0720389817051283,Basic Instinct,The Acid
0.829,0.366,0.108,-8.456,0.0287,0,1.0056667000515551,-0.5583002456059412,Shame,Elle King
0.0131,0.63,0.232,-4.497,0.0279,2,-2.989481366695223,0.08760971659207262,So Easy,Röyksopp
0.256,0.743,0.155,-5.916,0.0941,2,-1.5614861072218233,-0.08654746744683453,In Space,Röyksopp
0.0759,0.66,0.0268,-4.342,0.0472,2,-3.140927367514253,0.004840433166386551,Circles,EDEN
0.131,0.669,0.19,-6.341,0.0468,0,-1.1422555578686977,0.05622682411165326,Downtown's Dead,Sam Hunt
0.0232,0.461,0.14,-4.868,0.0989,2,-2.6168572629952203,0.08236272966580478,Holocene,Bon Iver
0.0191,0.457,0.0536,-3.364,0.0354,2,-4.118921747991019,0.008046513095541734,Nowhere / Bloodlines Pt. I,Sir Sly
0.378,0.746,0.229,-6.745,0.289,0,-0.7283048232684851,-0.15982573564889563,Answerphone (feat. Yxng Bane),Banx & Ranx
0.246,0.869,0.0765,-5.595,0.0545,2,-1.8832668201994027,-0.09252182722972094,Ghostbusters,Ray Parker Jr.
0.00782,0.604,0.154,-4.804,0.0434,2,-2.682615523774974,0.10090511135202067,Ghostbusters,WALK THE MOON
0.0498,0.617,0.164,-6.769,0.0317,0,-0.7179959624750349,0.1527710021956362,Make It Up To You,Julia Michaels
0.00338,0.553,0.102,-5.015,0.11,2,-2.4715692216763765,0.11055773068476651,This Is Halloween,The Citizens of Halloween
0.0736,0.608,0.156,-5.092,0.0432,2,-2.391910417324949,0.049325606367101794,Halloween Theme - Main Title,John Carpenter
0.00489,0.545,0.132,-4.261,0.0345,2,-3.2245759182158995,0.0739033956667219,Time Warp,Little Nell
0.0559,0.78,0.0595,-3.97,0.145,2,-3.514664151488093,0.016672478843270222,Time Warp,Glee Cast
0.147,0.771,0.053,-5.459,0.0514,2,-2.0228590386186087,-0.006456061494624378,Barton Hollow,The Civil Wars
0.0291,0.872,0.0639,-5.071,0.0349,2,-2.4167452637268534,0.09751046236624562,Life Worth Living,LAUREL
0.0324,0.752,0.351,-7.289,0.0546,0,-0.20116660502304898,0.21431145604657723,Next To Me,Imagine Dragons
0.00021,0.653,0.0838,-4.857,0.033,2,-2.63016190631575,0.10792434809504357,Swingin Party,Kindness
0.0136,0.739,0.37,-4.828,0.0394,2,-2.6602064102710363,0.11757451312628923,Burning,The War On Drugs
0.00906,0.775,0.109,-5.508,0.0629,2,-1.9805951447195052,0.13751895468118167,Radio - Soundtrack Version,Santigold
0.0552,0.609,0.167,-4.284,0.0367,2,-3.1998939744640453,0.03027698133075622,My Type - From the Paper Towns Soundtrack,Saint Motel
0.266,0.597,0.124,-4.611,0.253,2,-2.86350533853606,-0.16363704644951912,Search Party,Sam Bruno
0.12,0.71,0.0579,-4.762,0.0536,2,-2.719863419095948,-0.014717829893153685,No Drama Queen - Paper Towns Soundtrack Version,Grouplove
0.0378,0.753,0.331,-6.406,0.0576,0,-1.0828608198893306,0.16600888003420894,Talk,Why Don't We
0.105,0.622,0.328,-4.66,0.0498,2,-2.8226827425403536,0.010745898432989837,To The Top,Twin Shadow
0.113,0.476,0.135,-5.733,0.0432,2,-1.748663215393327,0.03300490199608262,Lost It To Trying - Paper Towns Mix,Son Lux
0.0559,0.852,0.332,-7.286,0.187,0,-0.2040005985192149,0.19631571167686868,Dream A Little Dream (Glee Cast Version),Glee Cast
0.127,0.5,0.447,-9.072,0.0363,0,1.585947370838259,0.19958813903133987,Going Going Gone,Maddie Poppe
0.641,0.482,0.0414,-9.198,0.0452,0,1.737336835331873,-0.3355872151948193,Shot Down,Khalid
0.113,0.704,0.101,-8.843,0.0526,0,1.356103961293924,0.18731163490589847,Be My Baby,Bea Miller
0.156,0.823,0.0861,-10.134,0.0318,0,2.6467822311817253,0.20912523528416305,Beautiful,Bazzi
0.011,0.31,0.0828,-5.678,0.047,2,-1.8068511630545014,0.12095942065203098,Never Ever - Edit,Röyksopp
0.0184,0.465,0.348,-4.628,0.0587,2,-2.857510914360258,0.09010560790272702,En Solskinnsdag,Postgirobygget
0.0866,0.454,0.116,-7.766,0.0448,0,0.2810518733966602,0.15276362200707758,Naked - CADE Remix,James Arthur
0.000312,0.519,0.137,-7.137,0.0471,0,-0.3518623920375928,0.21340583925542606,I Do (feat. SZA),Cardi B
0.0352,0.488,0.34,-6.571,0.0437,0,-0.9160534762136727,0.16508664229279651,Best Life (feat. Chance The Rapper),Cardi B
0.152,0.521,0.309,-5.616,0.0402,2,-1.8646776802025775,0.003029456055338504,I Forget Where We Were,Ben Howard
0.432,0.715,0.095,-8.231,0.0296,0,0.7596441159789931,-0.1593615663663104,No Mistakes,Kanye West
0.176,0.486,0.312,-8.414,0.0365,0,0.9315607075650947,0.10957152292515399,Back Then,Injury Reserve
0.458,0.667,0.116,-7.494,0.0294,0,0.025000417441878767,-0.22057583275883258,Slip Slidin' Away,Karen Atkins
0.208,0.464,0.0611,-12.538,0.033,1,5.053460984381191,0.2530703168509382,Daylight,Matt and Kim
0.141,0.466,0.149,-9.517,0.0437,0,2.032403915973176,0.18398455745454123,Mad World (Feat. Michael Andrews),Gary Jules
0.251,0.611,0.248,-6.369,0.0529,0,-1.1084358449171392,-0.06017306683802038,Dura - Remix,Daddy Yankee
0.017,0.646,0.153,-6.96,0.0265,0,-0.5289279899303824,0.19480502872287572,In My Feelings,Drake
0.302,0.603,0.141,-6.563,0.0258,0,-0.9117958741921931,-0.110289103918443,Lie,NF
0.32,0.44,0.377,-3.625,0.0504,2,-3.845197207957224,-0.25648194238464594,Silas,Betty Who
0.0682,0.673,0.309,-5.126,0.0361,2,-2.3592473843375332,0.06995424479881594,Break Apart,Bonobo
0.546,0.255,0.188,-12.564,0.0322,1,5.0964335041263285,-0.0822305072778799,Entertainment,Phoenix
0.0621,0.644,0.0792,-6.971,0.0997,0,-0.5156713581085722,0.14645787846278294,in my miNd,Maty Noyes
0.227,0.503,0.378,-6.243,0.027,2,-1.2349637082152838,-0.038182791206884864,Why Does My Heart Feel so Bad?,Moby
0.00646,0.54,0.629,-5.763,0.081,2,-1.7259678730354198,0.1792466056480431,Seasons in the Sun,Terry Jacks
0.133,0.672,0.234,-7.754,0.0437,0,0.26906987536524746,0.1240228932933317,Girls Like You (feat. Cardi B),Maroon 5
0.0209,0.458,0.221,-4.903,0.0398,2,-2.5821752604193846,0.09084211521850541,Voyages,Tekkla
0.159,0.606,0.0664,-6.501,0.034,0,-0.9801723594027816,0.024060472423429836,Who We Are,FTampa
0.712,0.594,0.169,-7.507,0.0419,0,0.050216844481114464,-0.47193414382544235,slumber,Lewis Watson
0.021,0.722,0.0625,-5.182,0.061,2,-2.3050794335215397,0.10458858165565646,Fade Away,Sam Feldt
0.263,0.449,0.901,-15.2,0.0385,1,7.712193290949553,0.38316642660776157,Wicked Game,Phillip Phillips
0.237,0.748,0.069,-7.774,0.0286,0,0.2938902510230946,0.012745916992334226,"Knowing Me, Knowing You",Jeremy Irvine
0.347,0.68,0.117,-5.055,0.0357,2,-2.416543320129142,-0.22425723815055373,Tett inntil mæ,Sondre Justad
0.589,0.538,0.238,-16.057,0.0284,1,8.585058990096112,0.05549869688740634,Swing Life Away,Rise Against
0.0244,0.711,0.135,-3.742,0.029,2,-3.7434138541298068,0.03745362271441054,Mirrorball,Elbow
0.819,0.64,0.0978,-11.478,0.0267,1,4.02163137149299,-0.3946774941297792,Bubbly,Colbie Caillat
0.021,0.615,0.342,-4.903,0.107,2,-2.5839543235326596,0.1075559338515115,Unknown,Tuvaband
0.0212,0.7,0.0956,-3.629,0.0283,2,-3.8562083512520857,0.032003718175013546,Overthinking,Adna
0.246,0.783,0.0753,-7.816,0.0283,0,0.33596039079987533,0.007752873953367434,I Have A Dream,Lily James
0.259,0.62,0.113,-3.501,0.029,2,-3.9723900994558345,-0.2129473837498423,Fortune's Fool,Hiatus
0.0527,0.601,0.185,-4.579,0.0345,2,-2.9053390556856504,0.04755511707455459,The Night We Met,Lord Huron
0.362,0.606,0.16,-9.665,0.0379,0,2.189394529213942,-0.022139278431061282,Mo Bamba,Sheck Wes
0.547,0.374,0.147,-3.587,0.0354,2,-3.871206528011132,-0.5037891819927832,Carry You,Novo Amor
0.449,0.594,0.111,-6.439,0.0333,0,-1.0286318787508417,-0.26482059420595283,Sleazy,Kesha
0.525,0.485,0.0925,-5.476,0.0364,2,-1.9860652116349067,-0.39188525145969244,Forest Fires,Axel Flóvent
0.018,0.511,0.0986,-4.371,0.0369,2,-3.113702294231267,0.06220250162299015,Resistansen,Kaizers Orchestra
0.654,0.616,0.218,-5.035,0.0289,2,-2.422028470415436,-0.5264539904483387,New York,Peter Silberman
0.17,0.686,0.082,-17.517,0.0442,3,10.023199617331574,0.5369382467065114,Tarkus (i. Eruption / ii. Stones of Years / iii. Iconoclast / iv. Mass / v. Manticore / vi. Battlefield / vii. Aquatarkus) [2012 Remastered Version],Keith Emerson
0.205,0.55,0.0638,-9.659,0.0603,0,2.176829350053653,0.12490852757878514,Pray 4 Love (feat. The Weeknd),Travis Scott
0.0246,0.554,0.31,-5.181,0.0357,2,-2.3053919448964564,0.11076117774451752,Oh Woman Oh Man,London Grammar
0.302,0.721,0.0519,-5.106,0.0486,2,-2.3678203899279056,-0.1796725668826852,Odyssey,Talos
0.0539,0.661,0.381,-4.439,0.0408,2,-3.0463023630136754,0.05651992318652852,Night,Ludovico Einaudi
0.042,0.687,0.151,-6.942,0.0284,0,-0.5460660422796986,0.1707750346659538,Everyday,Logic
0.0108,0.62,0.279,-4.203,0.0308,2,-3.283345711548978,0.07901772588766326,Rooting For You,London Grammar
0.646,0.623,0.295,-5.014,0.028,2,-2.44370252593391,-0.5136924792278054,Prosessen (The Process),Kaizers Orchestra
0.00215,0.583,0.142,-3.849,0.0642,2,-3.636623161167475,0.06016430472805624,Undercover - Edit,Susanne Sundfør
0.0876,0.619,0.0865,-4.783,0.042,2,-2.6997515990988616,0.01633409229888347,Dreams,Gabrielle Aplin
0.418,0.595,0.116,-9.245,0.0349,0,1.772727859449836,-0.10133946327172344,Bohemian Rhapsody,Pentatonix
0.138,0.606,0.112,-6.577,0.032,0,-0.9053945706669503,0.05175843084288248,Feel It Still,Pentatonix
0.0208,0.474,0.0816,-3.368,0.0351,2,-4.11508093845487,0.009285173685080004,Good Morning,Grouplove
0.0212,0.525,0.0712,-3.652,0.038,2,-3.8317596972289913,0.023824025910413226,Mountaineers (feat. John Grant),Susanne Sundfør
0.00898,0.629,0.0751,-4.125,0.0269,2,-3.3606947151317788,0.06291754150954657,Disco Tits,Tove Lo
0.0575,0.493,0.175,-5.196,0.0291,2,-2.287901927829818,0.06627751888119499,Years - ラジオ・エディット,Alesso
0.25,0.731,0.193,-8.113,0.0332,0,0.6328093484514618,0.023972195921302713,Middle Finger,Phoebe Ryan
0.0733,0.549,0.25,-5.306,0.0476,2,-2.1780285039750287,0.06390400993158674,Hengtmann,Janove
0.153,0.487,0.161,-4.216,0.0309,2,-3.262246308056831,-0.07616334413385209,Disparate Youth,Santigold
0.114,0.548,0.0673,-4.0,0.0539,2,-3.4800175488314915,-0.05110104887169101,Better Off Alone - Hitradio Mix,Alice Deejay
0.337,0.744,0.0696,-4.483,0.0241,2,-2.988694384693415,-0.24203942192746736,Nessaja,Scooter
0.644,0.498,0.0993,-7.946,0.0331,0,0.48657641757780035,-0.39294701392382436,Keyhole,Niights
0.319,0.574,0.11,-6.663,0.0507,0,-0.8108116787648705,-0.12551824470083944,Potential Breakup Song,Aly & AJ
0.0489,0.567,0.103,-4.048,0.0698,2,-3.435410090970592,0.019631066146032904,The Wolf,Mumford & Sons
0.155,0.523,0.0869,-9.425,0.0523,0,1.9409083352034378,0.1639539340573811,Evacuate the Dancefloor - Radio Edit,Cascada
0.859,0.756,0.0401,-10.855,0.0448,1,3.4004450506611503,-0.46251021112594226,Smack My Bitch Up,The Prodigy
0.314,0.455,0.501,-11.411,0.0278,1,3.9312168923900694,0.12540161391856594,Give Life Back to Music,Daft Punk
0.008,0.482,0.333,-3.192,0.0322,2,-4.29241997612163,0.03198053449183511,Girls Your Age,Transviolet
0.105,0.625,0.23,-4.008,0.0314,2,-3.4736003069837342,-0.027183141834354975,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi
0.115,0.522,0.0585,-9.817,0.0465,0,2.330716086307645,0.22004874139346908,Thunderclouds,Sia
0.0763,0.549,0.331,-5.373,0.0296,2,-2.1112209331953355,0.06952069962788636,Carl Sagan,Night Moves
0.198,0.771,0.0888,-16.326,0.0444,3,8.834143849889402,0.457192289477278,"Karn Evil 9 1st Impression, Part 2","Emerson, Lake & Palmer"
0.368,0.717,0.0495,-5.329,0.0473,2,-2.141950452057774,-0.23522035793073073,Nightcall,KANT
0.0275,0.616,0.228,-4.02,0.0278,2,-3.465144894589834,0.049902366596091416,The Safety Dance,Men Without Hats
0.368,0.494,0.0921,-3.825,0.064,2,-3.6426390184322117,-0.3125389796788891,Deep As The Night,Essen Hiort
0.00733,0.584,0.0879,-4.737,0.0342,2,-2.7491570532082856,0.09246309691607177,Walking in the Sun,PANG!
0.15,0.563,0.355,-7.604,0.0409,0,0.1204868443815304,0.10382720457171159,Cathedral,Jade Bird
0.0221,0.596,0.303,-4.987,0.0504,2,-2.4996240452165925,0.10573429310107911,I Love It,Icona Pop
0.257,0.494,0.103,-5.236,0.0365,2,-2.238406615891689,-0.13533529106620573,Day 'N' Nite (Nightmare),Kid Cudi
0.0137,0.6,0.0766,-8.051,0.0442,0,0.5612971396923063,0.24234182848410668,Don't Stop Me Now - Remastered 2011,Queen
0.124,0.681,0.573,-4.635,0.0656,2,-2.8481232219780357,0.011047733423176349,She Sets The City On Fire,Gavin DeGraw
0.245,0.592,0.0862,-7.422,0.0305,0,-0.05615118888615114,-0.01740238302007971,Bad and Boujee (feat. Lil Uzi Vert),Migos
0.0984,0.72,0.15,-5.186,0.0411,2,-2.297733655923925,0.03353586236663158,Girls on Film - 2010 Remaster,Duran Duran
0.252,0.695,0.502,-9.902,0.0375,0,2.4190839941118734,0.12682743282599038,Drew Barrymore,Bryce Vine
0.0385,0.595,0.0984,-5.864,0.0483,2,-1.6221206093867049,0.11603850286208721,Aftergold (feat. Tove Styrke),Big Wild
0.0116,0.535,0.117,-5.092,0.0931,2,-2.3941554817892987,0.10596628664618386,Young Folks,Peter Bjorn and John
0.378,0.507,0.0567,-5.679,0.0472,2,-1.7902195183647311,-0.2374142583980444,When The Tequila Runs Out,Dawes
0.0255,0.509,0.127,-4.358,0.0398,2,-3.1264255087037265,0.05612049892433982,Break My Stride,Matthew Wilder
0.0249,0.409,0.104,-5.696,0.0412,2,-1.7890826391569612,0.11373705737851603,Riv i hjertet,Sondre Justad
0.00485,0.476,0.355,-3.223,0.0329,2,-4.261631898938103,0.03789582120448744,Too Much,Magic Man
0.461,0.435,0.342,-3.55,0.0539,2,-3.9133770012772597,-0.40298988314062767,Electric Love - Oliver Remix,BØRNS
0.117,0.671,0.149,-8.621,0.0306,0,1.1346705446689385,0.17443333615037593,East Northumberland High,Miley Cyrus
0.279,0.549,0.215,-6.655,0.0669,0,-0.820860319660603,-0.07938638416572326,If I Ain't Got You,Alicia Keys
0.00328,0.635,0.071,-7.521,0.031,0,0.031167669733116705,0.2286345113150433,Finesse - Remix; feat. Cardi B,Bruno Mars
0.741,0.458,0.0851,-8.575,0.139,0,1.1196041196205078,-0.46063097926667934,With You,Chris Brown
0.14,0.551,0.333,-8.514,0.0298,0,1.029183467194112,0.15434429628473093,Noticed,Lil Mosey
0.88,0.367,0.0972,-10.052,0.0314,0,2.6022709810003435,-0.5345385730119471,No Stylist (feat. Drake),French Montana
0.00817,0.726,0.255,-7.828,0.0799,0,0.3366017689415697,0.2562946346633103,Feelin' Myself,will.i.am
0.0112,0.386,0.088,-7.7,0.0261,0,0.21228017935141696,0.21934713192441943,Who Let The Dogs Out,Baha Men
0.0387,0.4,0.109,-7.305,0.0407,0,-0.18119887615655764,0.175759944250406,Home by Midnight,August Twelfth
0.246,0.495,0.236,-7.57,0.0443,0,0.09196110223715989,-0.004738891679250678,Get Up Offa That Thing,James Brown
0.12,0.252,0.118,-4.845,0.0368,2,-2.6334688817175333,-0.026992063989883814,Lambada - Original Version 1989,Kaoma
0.0124,0.738,0.0338,-7.788,0.0668,0,0.29754245145296426,0.2346878006366948,Karma Chameleon,Culture Club
0.298,0.541,0.234,-13.083,0.106,1,5.600712302486188,0.20628713536172888,Apologize,Timbaland
0.00627,0.766,0.0764,-6.381,0.143,0,-1.1086438584388665,0.18020603101069121,Somebody To Love - The Voice Performance,James Wolpert
